"pcc_factor_unit","moderator","moderator_class","estimate","se","tval","df","pval","ci.lb","ci.ub","beta","se.1","ci.lb.1","ci.ub.1","tval.1","pval.1","df.1","factor_sub_class","significance2"
"Access to non-farm income (1= yes)","m_model_method","probit",0.0449485693389395,0.0282316726864268,1.59213270280474,59,0.116699023413817,-0.0115428772223013,0.10144001590018,0.0449485693389395,0.0282316726864268,-0.0115428772223013,0.10144001590018,1.59213270280474,0.116699023413817,59,"Financial capital","no_significant_positive"
"Extension frequency (number of contacts)","m_model_method","intrcpt",0.18874964168194,0.0748590661897553,2.52139989568519,21,0.0198380979072935,0.0330716912303387,0.344427592133541,0.18874964168194,0.0748590661897553,0.0330716912303387,0.344427592133541,2.52139989568519,0.0198380979072935,21,"Technical information","significant_positive"
"Extension frequency (number of contacts)","m_model_method","probit",0.0669147196537875,0.128322740231995,0.521456442816074,21,0.607505100321939,-0.199947027526064,0.333776466833639,0.0669147196537875,0.128322740231995,-0.199947027526064,0.333776466833639,0.521456442816074,0.607505100321939,21,"Technical information","no_significant_positive"
"Access to irrigation (1= yes)","m_model_method","intrcpt",0.040529715212111,0.0949211727591148,0.426982874673966,15,0.675457165977708,-0.161789975329305,0.242849405753527,0.040529715212111,0.0949211727591148,-0.161789975329305,0.242849405753527,0.426982874673966,0.675457165977708,15,"Physical capital","no_significant_positive"
"Access to irrigation (1= yes)","m_model_method","probit",-0.155788684688574,0.128876703667927,-1.20881959465685,15,0.245442803414069,-0.430482876154819,0.118905506777671,-0.155788684688574,0.128876703667927,-0.430482876154819,0.118905506777671,-1.20881959465685,0.245442803414069,15,"Physical capital","no_significant_negative"
"Household is native (1= yes)","m_model_method","intrcpt",-0.0102697694869808,0.0376567114835593,-0.27272082671012,13,0.789351825294625,-0.0916221486815248,0.0710826097075632,-0.0102697694869808,0.0376567114835593,-0.0916221486815248,0.0710826097075632,-0.27272082671012,0.789351825294625,13,"Socio-demographic","no_significant_negative"
"Household is native (1= yes)","m_model_method","probit",0.229926747788629,0.13795407765719,1.66669047913167,13,0.119473223278925,-0.0681049176131975,0.527958413190455,0.229926747788629,0.13795407765719,-0.0681049176131975,0.527958413190455,1.66669047913167,0.119473223278925,13,"Socio-demographic","no_significant_positive"
"Land tenure (1= owned)","m_model_method","intrcpt",0.121399909307436,0.0500052048529481,2.42774546498592,61,0.0181590441172119,0.021408322310978,0.221391496303895,0.121399909307436,0.0500052048529481,0.021408322310978,0.221391496303895,2.42774546498592,0.0181590441172119,61,"Physical capital","significant_positive"
"Land tenure (1= owned)","m_model_method","probit",-0.0675511944290496,0.0735062304332173,-0.918985969365168,61,0.361722621598461,-0.214535986447384,0.0794335975892844,-0.0675511944290496,0.0735062304332173,-0.214535986447384,0.0794335975892844,-0.918985969365168,0.361722621598461,61,"Physical capital","no_significant_negative"
"Farming experience (continuous)","m_model_method","intrcpt",0.0469779533953517,0.0379243347810316,1.23872847517548,64,0.219970160206398,-0.028784614816987,0.12274052160769,0.0469779533953517,0.0379243347810316,-0.028784614816987,0.12274052160769,1.23872847517548,0.219970160206398,64,"Technical information","no_significant_positive"
"Farming experience (continuous)","m_model_method","other",-0.0335363954656128,0.173007686372166,-0.193843384469467,64,0.846912451278818,-0.379158980956185,0.312086190024959,-0.0335363954656128,0.173007686372166,-0.379158980956185,0.312086190024959,-0.193843384469467,0.846912451278818,64,"Technical information","no_significant_negative"
"Farming experience (continuous)","m_model_method","probit",0.108657035042292,0.0608957098667106,1.78431346444802,64,0.0791127597106986,-0.0129961303791624,0.230310200463746,0.108657035042292,0.0608957098667106,-0.0129961303791624,0.230310200463746,1.78431346444802,0.0791127597106986,64,"Technical information","no_significant_positive"
"Access to credit (1= yes)","m_model_method","intrcpt",-0.0132251283136241,0.0422567051756311,-0.312971119226087,68,0.755260487882839,-0.0975470706361867,0.0710968140089385,-0.0132251283136241,0.0422567051756311,-0.0975470706361867,0.0710968140089385,-0.312971119226087,0.755260487882839,68,"Financial capital","no_significant_negative"
"Access to credit (1= yes)","m_model_method","probit",0.010678616479771,0.059259271518911,0.180201615815734,68,0.857530240924792,-0.107571418735381,0.128928651694923,0.010678616479771,0.059259271518911,-0.107571418735381,0.128928651694923,0.180201615815734,0.857530240924792,68,"Financial capital","no_significant_positive"
"Access to training (1= yes)","m_model_method","intrcpt",0.0477192088357747,0.0254835250856183,1.87255133171137,32,0.0702922353079531,-0.00418903312002317,0.0996274507915726,0.0477192088357747,0.0254835250856183,-0.00418903312002317,0.0996274507915726,1.87255133171137,0.0702922353079531,32,"Technical information","no_significant_positive"
"Access to training (1= yes)","m_model_method","probit",0.0416402940896915,0.0395341287681251,1.05327461075263,32,0.300103688080364,-0.0388880910027477,0.122168679182131,0.0416402940896915,0.0395341287681251,-0.0388880910027477,0.122168679182131,1.05327461075263,0.300103688080364,32,"Technical information","no_significant_positive"
"Livestock owned (1= yes)","m_model_method","intrcpt",0.0107745863801358,0.0612579260992207,0.1758888533491,25,0.861798237691595,-0.115388474082922,0.136937646843193,0.0107745863801358,0.0612579260992207,-0.115388474082922,0.136937646843193,0.1758888533491,0.861798237691595,25,"Physical capital","no_significant_positive"
"Livestock owned (1= yes)","m_model_method","probit",0.00642214779124071,0.119543289663675,0.0537223612409269,25,0.957583370282748,-0.239781865994053,0.252626161576534,0.00642214779124071,0.119543289663675,-0.239781865994053,0.252626161576534,0.0537223612409269,0.957583370282748,25,"Physical capital","no_significant_positive"
"Plot size (continuous)","m_model_method","intrcpt",-0.01095026138043,0.191560544531276,-0.0571634488053053,19,0.955011883284612,-0.411891088959945,0.389990566199085,-0.01095026138043,0.191560544531276,-0.411891088959945,0.389990566199085,-0.0571634488053053,0.955011883284612,19,"Physical capital","no_significant_negative"
"Plot size (continuous)","m_model_method","probit",0.126181024778137,0.20638599382787,0.611383662417395,19,0.548191598507795,-0.30578982479656,0.558151874352835,0.126181024778137,0.20638599382787,-0.30578982479656,0.558151874352835,0.611383662417395,0.548191598507795,19,"Physical capital","no_significant_positive"
"Soil fertility (1= high)","m_model_method","intrcpt",-0.000639128838295706,0.0167941287624511,-0.0380566832216204,18,0.970061393781947,-0.0359222841019752,0.0346440264253838,-0.000639128838295706,0.0167941287624511,-0.0359222841019752,0.0346440264253838,-0.0380566832216204,0.970061393781947,18,"Biophysical","no_significant_negative"
"Soil fertility (1= high)","m_model_method","probit",0.0178002401259834,0.022033435844099,0.807874008027244,18,0.42971090260448,-0.0284902908611211,0.0640907711130878,0.0178002401259834,0.022033435844099,-0.0284902908611211,0.0640907711130878,0.807874008027244,0.42971090260448,18,"Biophysical","no_significant_positive"
"Relatives and friends (number)","m_model_method","intrcpt",0.035592967526199,0.0116943160174705,3.04361259547165,19,0.00668310455803738,0.0111164828017809,0.0600694522506171,0.035592967526199,0.0116943160174705,0.0111164828017809,0.0600694522506171,3.04361259547165,0.00668310455803738,19,"Social capital","significant_positive"
"Relatives and friends (number)","m_model_method","probit",-0.0302461076402768,0.0140958727305269,-2.14574210611125,19,0.0450260569305418,-0.0597491083331477,-0.00074310694740598,-0.0302461076402768,0.0140958727305269,-0.0597491083331477,-0.00074310694740598,-2.14574210611125,0.0450260569305418,19,"Social capital","significant_negative"
"Communicate with other farmers (1= yes)","m_model_method","intrcpt",0.106856806698478,0.0246728055043403,4.33095485147325,14,0.000690936239274509,0.0539389018991843,0.159774711497773,0.106856806698478,0.0246728055043403,0.0539389018991843,0.159774711497773,4.33095485147325,0.000690936239274509,14,"Social capital","significant_positive"
"Communicate with other farmers (1= yes)","m_model_method","probit",-0.0704901740096356,0.0334448181020522,-2.1076560737913,14,0.0535685868745783,-0.14222217465475,0.00124182663547838,-0.0704901740096356,0.0334448181020522,-0.14222217465475,0.00124182663547838,-2.1076560737913,0.0535685868745783,14,"Social capital","no_significant_negative"
"Use of DFS (1= yes)","m_model_method","intrcpt",-0.00325225945926033,0.0495652167386537,-0.0656157618841611,20,0.948335204802463,-0.106643489831902,0.100138970913381,-0.00325225945926033,0.0495652167386537,-0.106643489831902,0.100138970913381,-0.0656157618841611,0.948335204802463,20,"Technical information","no_significant_negative"
"Use of DFS (1= yes)","m_model_method","probit",0.125771325427887,0.0667175464015659,1.88513115681568,20,0.0740259963701718,-0.0133990376570432,0.264941688512818,0.125771325427887,0.0667175464015659,-0.0133990376570432,0.264941688512818,1.88513115681568,0.0740259963701718,20,"Technical information","no_significant_positive"
"Soil fertility (1= moderate)","m_model_method","intrcpt",0.00341168041371579,0.0285407163439531,0.119537308475392,19,0.906104586591208,-0.0563247254242225,0.0631480862516541,0.00341168041371579,0.0285407163439531,-0.0563247254242225,0.0631480862516541,0.119537308475392,0.906104586591208,19,"Biophysical","no_significant_positive"
"Soil fertility (1= moderate)","m_model_method","probit",-0.00224729676741001,0.0381958891265777,-0.0588360899248259,19,0.953697075852476,-0.08219221148885,0.07769761795403,-0.00224729676741001,0.0381958891265777,-0.08219221148885,0.07769761795403,-0.0588360899248259,0.953697075852476,19,"Biophysical","no_significant_negative"
"Receive support for conservation (1= yes)","m_model_method","intrcpt",0.0880761244929775,0.0429015702532946,2.05298137044794,19,0.0541048776561699,-0.00171789401905623,0.177870143005011,0.0880761244929775,0.0429015702532946,-0.00171789401905623,0.177870143005011,2.05298137044794,0.0541048776561699,19,"Financial capital","no_significant_positive"
"Receive support for conservation (1= yes)","m_model_method","other",-0.329890954709477,0.112480874487745,-2.93286264186556,19,0.00853844928475163,-0.565316130673209,-0.0944657787457444,-0.329890954709477,0.112480874487745,-0.565316130673209,-0.0944657787457444,-2.93286264186556,0.00853844928475163,19,"Financial capital","significant_negative"
"Receive support for conservation (1= yes)","m_model_method","probit",-0.0297360478595065,0.0696981891032794,-0.426640178777721,19,0.674436471314247,-0.175616034201369,0.116143938482356,-0.0297360478595065,0.0696981891032794,-0.175616034201369,0.116143938482356,-0.426640178777721,0.674436471314247,19,"Financial capital","no_significant_negative"
"Marital status (1= married)","m_model_method","intrcpt",0.004132673149803,0.029400181247608,0.14056624736418,16,0.889967048553094,-0.0581929268750666,0.0664582731746726,0.004132673149803,0.029400181247608,-0.0581929268750666,0.0664582731746726,0.14056624736418,0.889967048553094,16,"Socio-demographic","no_significant_positive"
"Marital status (1= married)","m_model_method","probit",0.00618280472692705,0.0484564846622357,0.127594991052778,16,0.900059392410649,-0.09654035389018,0.108905963344034,0.00618280472692705,0.0484564846622357,-0.09654035389018,0.108905963344034,0.127594991052778,0.900059392410649,16,"Socio-demographic","no_significant_positive"
"Non-farm income (continuous)","m_model_method","intrcpt",0.0190520401540698,0.0782442037396129,0.243494588014119,19,0.810231930967811,-0.144714960390965,0.182819040699104,0.0190520401540698,0.0782442037396129,-0.144714960390965,0.182819040699104,0.243494588014119,0.810231930967811,19,"Financial capital","no_significant_positive"
"Non-farm income (continuous)","m_model_method","probit",0.343456173501179,0.127090345639339,2.70245683709012,19,0.0141142688896053,0.0774530229949761,0.609459324007382,0.343456173501179,0.127090345639339,0.0774530229949761,0.609459324007382,2.70245683709012,0.0141142688896053,19,"Financial capital","significant_positive"
"Gender (1= male)","m_random_sample","intrcpt",-0.0231005147574651,0.0357349839198262,-0.646439769199075,135,0.519092064981565,-0.0937733164829738,0.0475722869680436,-0.0231005147574651,0.0357349839198262,-0.0937733164829738,0.0475722869680436,-0.646439769199075,0.519092064981565,135,"Socio-demographic","no_significant_negative"
"Gender (1= male)","m_random_sample","",0.0316518342967946,0.0398986050426264,0.793306790124086,135,0.428991183808048,-0.0472553287686263,0.110558997362215,0.0316518342967946,0.0398986050426264,-0.0472553287686263,0.110558997362215,0.793306790124086,0.428991183808048,135,"Socio-demographic","no_significant_positive"
"Age (continuous)","m_random_sample","intrcpt",0.00369580296968854,0.0319311780590782,0.115742769115836,162,0.907999756095871,-0.0593591984067164,0.0667508043460935,0.00369580296968854,0.0319311780590782,-0.0593591984067164,0.0667508043460935,0.115742769115836,0.907999756095871,162,"Socio-demographic","no_significant_positive"
"Age (continuous)","m_random_sample","",0.00371430604823998,0.0359526729231015,0.103310984865699,162,0.917843938055126,-0.0672820047191634,0.0747106168156433,0.00371430604823998,0.0359526729231015,-0.0672820047191634,0.0747106168156433,0.103310984865699,0.917843938055126,162,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_random_sample","intrcpt",0.0118803464749036,0.0413346710994124,0.287418434909778,130,0.774249600050243,-0.0698953568937708,0.093656049843578,0.0118803464749036,0.0413346710994124,-0.0698953568937708,0.093656049843578,0.287418434909778,0.774249600050243,130,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_random_sample","",0.0459296058298359,0.0455987261737778,1.00725633551247,130,0.315682750098794,-0.0442820205457099,0.136141232205382,0.0459296058298359,0.0455987261737778,-0.0442820205457099,0.136141232205382,1.00725633551247,0.315682750098794,130,"Socio-demographic","no_significant_positive"
"Access to non-farm income (1= yes)","m_random_sample","intrcpt",0.0655398589655262,0.0335063729703002,1.95604158718165,59,0.0551999170914795,-0.00150623848454613,0.132585956415599,0.0655398589655262,0.0335063729703002,-0.00150623848454613,0.132585956415599,1.95604158718165,0.0551999170914795,59,"Financial capital","no_significant_positive"
