"article_id","model_id","main_crop","country","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","y_metric_recla","x_metric_raw","x_metric_recla","x_metric_unit_raw","x_metric_unit_recla","x_data_type","transformation_coefficient","transformation_variance_num","model_analysis_raw","m_model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","variance_ci_l","variance_ci_l_num","variance_ci_u","variance_ci_u_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","limitation_of_use_obs","factor_metric","coefficient_variance_type","model_coefficient_variance_type","t_value_pcc","b_logOR","se_logOR","m_region","m_sub_region","Developed_Developing","m_intervention_recla2","m_exact_variance_value","m_random_sample","m_mean_farm_size_ha","m_sampling_unit","m_type_data","m_av_year_assessment","factor_sub_class.x","x_metric_recla2","pcc_unit","logor_unit","n_articles","pcc","logor","pcc_factor_unit","ES_ID","yi","vi","factor_sub_class.y","AIC.three_level","AIC.within","AIC.between","LRT.pval.within","LRT.pval.between","best_model"
798,2,"nd","India","agroforestry","woodlot",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Aware:  household's awareness of agroforestry","awareness of SFP or DFS","1= the household scored more than 7 points in the awareness index; 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",1.4153,1.4153,"T","2.742",2.742,"na",NA,"na",NA,"2.742",2.742,"0.05",0.05,"nd",5,5,147,147,"no limitation","awareness of SFP or DFS (1= yes, 0= no)","B_T","logit_B_T",2.742,1.4153,0.516156090444931,"Asia","Southern Asia","Developing regions","Agroforestry",1,1,"nd",1,1,1988,"Technical information","Awareness of practice","1= yes","1= yes",9,1,"1","Awareness of practice (1= yes)",971,0.224997182489456,0.00634729083097324,"Technical information",0.0837,7.965,9.237,"LRT = 9.8813, p = 0.0017","LRT = 11.1533, p = 8e-04","Three-level"
800,1,"nd","Philippines","embedded seminatural infrastructures","hedgerow",NA,"grass or woody buffer strips",NA,"diversity adoption (1=yes, 0=no)","Member (dummy)","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",0.84,0.84,"P","0.05",0.05,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",8,8,70,70,"no limitation","hh association member (1= yes, 0= no)","B_P","probit_B_P",1.95996398454005,1.344,0.685726886106735,"Asia","South-eastern Asia","Developing regions","Embedded seminatural habitats",0,0,"1.7",1,1,1995,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",976,0.243400632493247,0.0142745500014081,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
800,2,"nd","Philippines","embedded seminatural infrastructures","hedgerow",NA,"grass or woody buffer strips",NA,"diversity adoption (1=yes, 0=no)","Member (dummy)","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",0.34,0.34,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",8,8,70,70,"no limitation","hh association member (1= yes, 0= no)","B_P","probit_B_P",1.03643338949379,0.544,0.52487695351623,"Asia","South-eastern Asia","Developing regions","Embedded seminatural habitats",0,0,"3",1,1,1995,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",982,0.131548484894793,0.0155756363774676,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
804,1,"Corn","Philippines","embedded seminatural infrastructures","hedgerow",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Per capita farm size (ha per adult equivalent)","farm size","ha","ha","continuous","none",NA,"probit regression model","probit","B",1.2824,1.2824,"SE","0.45529999999999998",0.4553,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",14,14,89,89,"no limitation","farm size (ha)","B_SE","probit_B_SE",2.81660443663519,2.05184,0.72848,"Asia","South-eastern Asia","Developing regions","Embedded seminatural habitats",1,0,"0.79",0,1,1994,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",985,0.311168581448525,0.0108763130673858,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
806,1,"nd","Brazil","agroforestry",NA,NA,"native trees",NA,"diversity adoption (1=yes, 0=no)","KNOWSA. Knowledge of sustainable agriculture; one if the family knows of or has heard about sustainable agriculture, zero otherwise","awareness of SFP or DFS","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",1.8963,1.8963,"Z","4.6840000000000002",4.684,"na",NA,"na",NA,"4.6840000000000002",4.684,"0.01",0.01,"nd",13,13,196,196,"no limitation","awareness of SFP or DFS (1= yes, 0= no)","B_Z","probit_B_Z",4.684,3.03408,0.647754056362084,"Latin America and the Caribbean","South America","Developing regions","Agroforestry",1,1,"nd",1,1,1996,"Technical information","Awareness of practice","1= yes","1= yes",9,1,"1","Awareness of practice (1= yes)",992,0.327993949410472,0.00435198579966067,"Technical information",0.0837,7.965,9.237,"LRT = 9.8813, p = 0.0017","LRT = 11.1533, p = 8e-04","Three-level"
808,1,"nd","Indonesia","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Walking time to plot from owner’s house","distance farm-house","hours","minutes","continuous","60",60,"logit regression model","logit","B",-0.01,-0.01,"SE","3.0000000000000001E-3",0.003,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",14,14,300,300,"no limitation","distance farm-house (minutes)","B_SE","logit_B_SE",-3.33333333333333,-0.6,0.18,"Asia","South-eastern Asia","Developing regions","Agroforestry",1,1,"nd",1,1,1995,"Accessibility","Distance farm-house","continuous","minutes",9,1,"2","Distance farm-house (continuous)",995,-0.193709711056515,0.00323902484317002,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
808,1,"nd","Indonesia","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Family sizeb","h size","number of people","number of people","continuous","none",NA,"logit regression model","logit","B",-0.17,-0.17,"SE","0.11",0.11,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",14,14,300,300,"no limitation","h size (number of people)","B_SE","logit_B_SE",-1.54545454545455,-0.17,0.11,"Asia","South-eastern Asia","Developing regions","Agroforestry",1,1,"nd",1,1,1995,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",998,-0.0911636272024864,0.00343862746735074,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
815,3,"nd","India","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Family size","h size","number of people","number of people","continuous","none",NA,"Multiple regression analysis with logistic modeling","logit","B",0.05,0.05,"P","0.1",0.1,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",15,15,421,421,"no limitation","h size (number of people)","B_P","logit_B_P",1.64485362695147,0.05,0.0303978415955885,"Asia","Southern Asia","Developing regions","Agroforestry",0,1,"3.9",1,1,NA,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",1002,0.0814617899508103,0.00243047288266065,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
815,3,"nd","India","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Farm size","farm size","ha","ha","continuous","none",NA,"Multiple regression analysis with logistic modeling","logit","B",-0.05,-0.05,"P","0.1",0.1,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",15,15,421,421,"no limitation","farm size (ha)","B_P","logit_B_P",-1.64485362695147,-0.05,0.0303978415955885,"Asia","Southern Asia","Developing regions","Agroforestry",0,1,"3.9",1,1,NA,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1004,-0.0814617899508103,0.00243047288266065,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
825,1,"nd","Bangladesh","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Amount of homestead land (AHL)","farm size","ha","ha","continuous","none",NA,"logistic regression model","logit","B",4.9123,4.9123,"SE","2.1741999999999999",2.1742,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",10,10,172,172,"no limitation","farm size (ha)","B_SE","logit_B_SE",2.25935976451108,4.9123,2.1742,"Asia","Southern Asia","Developing regions","Agroforestry",1,0,"6.8000000000000005E-2",1,1,1999,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1005,0.17530504770464,0.00579926375124868,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
825,1,"nd","Bangladesh","agroforestry","tree planting",NA,NA,NA,"diversity adoption (1=yes, 0=no)","No of adult male family member (NAMFM)","h adult members","number of male family members (14 years of above)","number of people","continuous","none",NA,"logistic regression model","logit","B",0.2587,0.2587,"SE","0.15240000000000001",0.1524,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",10,10,172,172,"no limitation","h adult members (number of people)","B_SE","logit_B_SE",1.69750656167979,0.2587,0.1524,"Asia","Southern Asia","Developing regions","Agroforestry",1,0,"6.8000000000000005E-2",1,1,1999,"Social capital","Adults in household","continuous","number of people",15,1,"1","Adults in household (continuous)",1007,0.132600896020575,0.00595767386762085,"Social capital",1.054,167.3487,7.8341,"LRT = 168.2946, p < 0.0001","LRT = 8.7801, p = 0.003","Three-level"
826,1,"nd","Philippines","embedded seminatural infrastructures","hedgerow",NA,NA,NA,"diversity adoption (1=yes, 0=no)","AGRI: percentage of income from farm agriculture","h on-farm income","percentage","percentage of on-farm income","continuous","none",NA,"probit regression model","probit","B",0.008,0.008,"SE","5.0000000000000001E-3",0.005,"na",NA,"na",NA,"nd",NA,"0.10100000000000001",0.101,"nd",8,8,268,268,"no limitation","h on-farm income (percentage of on-farm income)","B_SE","probit_B_SE",1.6,0.0128,0.008,"Asia","South-eastern Asia","Developing regions","Embedded seminatural habitats",1,0,"2.6",1,1,1994,"Financial capital","On-farm income","continuous","percentage",5,2,"2","On-farm income (continuous)",1010,0.0989314372205856,0.00377123436627179,"Financial capital",-15.5528,57.906,-5.5393,"LRT = 75.4587, p < 0.0001","LRT = 12.0135, p = 5e-04","Three-level"
826,1,"nd","Philippines","embedded seminatural infrastructures","hedgerow",NA,NA,NA,"diversity adoption (1=yes, 0=no)","DHEARD: heard of contour hedgerow farming","awareness of SFP or DFS","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",0.57,0.57,"SE","0.48",0.48,"na",NA,"na",NA,"nd",NA,"0.23799999999999999",0.238,"nd",8,8,268,268,"no limitation","awareness of SFP or DFS (1= yes, 0= no)","B_SE","probit_B_SE",1.1875,0.912,0.768,"Asia","South-eastern Asia","Developing regions","Embedded seminatural habitats",1,0,"2.6",1,1,1994,"Technical information","Awareness of practice","1= yes","1= yes",9,1,"1","Awareness of practice (1= yes)",1011,0.0735876034287329,0.00380461174205537,"Technical information",0.0837,7.965,9.237,"LRT = 9.8813, p = 0.0017","LRT = 11.1533, p = 8e-04","Three-level"
864,1,"na","USA","Rotational grazing",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Seek advice from agencies","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"Logistic regression model","logit","B",0.67,0.67,"P","1.7999999999999999E-2",0.018,"na",NA,"na",NA,"nd",NA,"1.7999999999999999E-2",0.018,"nd",4,4,297,297,"no limitation","access to agricultural extension (1= yes, 0= no)","B_P","logit_B_P",2.36561812686429,0.67,0.283224072554816,"Northern America","Northern America","Developed regions","Rotational grazing",1,0,"nd",1,1,1998,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",1013,0.137129529458471,0.00328581772633604,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
895,1,"Corn","USA","crop rotation","two crops",NA,"annual crops","n fixing","diversity adoption (1=yes, 0=no)","Field size","farm size","acres","ha","continuous","0.40468599999999999",0.404686,"multinomial logit model","logit","ME",9e-04,9e-04,"SE","6.9999999999999999E-4",7e-04,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",15,15,539,539,"no limitation","farm size (ha)","ME_SE","logit_ME_SE",1.28571428571429,NA,NA,"Northern America","Northern America","Developed regions","Crop rotation",1,0,"30.423457200000001",0,0,1990,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1018,0.0561317217646873,0.00189639005148138,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
941,1,"Rice, wheat","India","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","family size","h size","number of people","number of people","continuous","none",NA,"multivariate probit model","probit","B",-0.003,-0.003,"SE","1.4999999999999999E-2",0.015,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",28,28,1926,1926,"no limitation","h size (number of people)","B_SE","probit_B_SE",-0.2,-0.0048,0.024,"Asia","Southern Asia","Developing regions","Combined systems",1,1,"0.51",1,1,2013,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",1043,-0.00459189291448543,0.00052684817148763,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
941,1,"Rice, wheat","India","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","distance from house to plot","distance farm-house","km","km","continuous","none",NA,"multivariate probit model","probit","B",-0.006,-0.006,"SE","4.1000000000000002E-2",0.041,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",28,28,1926,1926,"no limitation","distance farm-house (km)","B_SE","probit_B_SE",-0.146341463414634,-0.0096,0.0656,"Asia","Southern Asia","Developing regions","Combined systems",1,1,"0.51",1,1,2013,"Accessibility","Distance farm-house","continuous","km",9,1,"1","Distance farm-house (continuous)",1049,-0.00335993810244644,0.00052685849407763,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
941,1,"Rice, wheat","India","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","livestock owned","units of livestock","TLU","TLU","continuous","none",NA,"multivariate probit model","probit","B",0.215,0.215,"SE","5.2999999999999999E-2",0.053,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",28,28,1926,1926,"no limitation","units of livestock (TLU)","B_SE","probit_B_SE",4.05660377358491,0.344,0.0848,"Asia","Southern Asia","Developing regions","Combined systems",1,1,"0.51",1,1,2013,"Physical capital","Livestock units","continuous","TLU",17,1,"1","Livestock units (continuous)",1050,0.0927370648829101,0.000517847016017348,"Physical capital",-52.6923,-13.7226,-17.2244,"LRT = 40.9696, p < 0.0001","LRT = 37.4679, p = 0","Three-level"
941,1,"Rice, wheat","India","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","association in group","hh association member","1= yes, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"multivariate probit model","probit","B",0.297,0.297,"SE","0.14299999999999999",0.143,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",28,28,1926,1926,"no limitation","hh association member (1= yes, 0= no)","B_SE","probit_B_SE",2.07692307692308,0.4752,0.2288,"Asia","Southern Asia","Developing regions","Combined systems",1,1,"0.51",1,1,2013,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1052,0.0476314204848214,0.00052448242507999,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
941,1,"Rice, wheat","India","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","distance to market","distance to market","km","km","continuous","none",NA,"multivariate probit model","probit","B",-0.035,-0.035,"SE","3.4000000000000002E-2",0.034,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",28,28,1926,1926,"no limitation","distance to market (km)","B_SE","probit_B_SE",-1.02941176470588,-0.056,0.0544,"Asia","Southern Asia","Developing regions","Combined systems",1,1,"0.51",1,1,2013,"Accessibility","Distance market","continuous","km",13,1,"1","Distance market (continuous)",1053,-0.023628393480352,0.00052628224960119,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
941,1,"Rice, wheat","India","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","government extension service","access to agricultural extension","1= yes, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"multivariate probit model","probit","B",0.838,0.838,"SE","0.32",0.32,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",28,28,1926,1926,"no limitation","access to agricultural extension (1= yes, 0= no)","B_SE","probit_B_SE",2.61875,1.3408,0.512,"Asia","Southern Asia","Developing regions","Combined systems",1,1,"0.51",1,1,2013,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",1056,0.0600173451503922,0.000523081565624292,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
941,1,"Rice, wheat","India","crop rotation and intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","ICT  1 if information received from radio, newspaper, TV, mobile and 0 otherwise","access to agricultural information","1= yes, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"multivariate probit model","probit","B",0.818,0.818,"SE","0.40100000000000002",0.401,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",28,28,1926,1926,"no limitation","access to agricultural information (1= yes, 0= no)","B_SE","probit_B_SE",2.03990024937656,1.3088,0.6416,"Asia","Southern Asia","Developing regions","Combined systems",1,1,"0.51",1,1,2013,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",1057,0.0467842272678955,0.000524566524154581,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
947,1,"nd","Nigeria","cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Education","hh education","1= formal education, 0= informal","1= formal education, 0= no formal education","categorical (binary)","none",NA,"probit regression model","probit","B",0.362,0.362,"SE","6.3E-3",0.0063,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",13,13,34,34,"no limitation","hh education (1= formal education, 0= no formal education)","B_SE","probit_B_SE",57.4603174603175,0.5792,0.01008,"Africa","Western Africa","Developing regions","Cover crops",1,1,"7.65",1,1,2017,"Socio-demographic","Education","1= formal","1= formal",3,1,"-","Education (1= formal)",1060,0.99698493722905,1.72632674901294e-06,"Socio-demographic",1.4325,9.4852,10.7612,"LRT = 10.0528, p = 0.0015","LRT = 11.3287, p = 8e-04","Three-level"
947,1,"nd","Nigeria","cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Agricultural organization","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",0.379,0.379,"SE","-2.8500000000000001E-2",-0.0285,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",13,13,34,34,"no limitation","hh association member (1= yes, 0= no)","B_SE","probit_B_SE",-13.2982456140351,0.6064,-0.0456,"Africa","Western Africa","Developing regions","Cover crops",1,1,"7.65",1,1,2017,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1064,-0.947837727358777,0.000491585723268735,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
