"moderator","factor_sub_class","pcc_factor_unit","moderator_class","beta","ci.lb","ci.ub","tval","df","pval","f_test","significance2","significance"
"m_intervention_recla2","Physical capital","Plot size (continuous)","Crop rotation",0.0035,-0.2935,0.3005,0.0255,14,0.9801,"QM (7, 14) = 2.1477, p =0.1059","no_significant_positive","0.9801"
"m_intervention_recla2","Physical capital","Plot size (continuous)","Embedded seminatural habitats",-0.1975,-0.6473,0.2522,-0.942,14,0.3622,"QM (7, 14) = 2.1477, p =0.1059","no_significant_negative","0.3622"
"m_intervention_recla2","Physical capital","Plot size (continuous)","Fallow",-0.0067,-0.5995,0.5861,-0.0244,14,0.9809,"QM (7, 14) = 2.1477, p =0.1059","no_significant_negative","0.9809"
"m_intervention_recla2","Physical capital","Plot size (continuous)","Intercropping",0.4601,0.194,0.7262,3.7088,14,0.0023,"QM (7, 14) = 2.1477, p =0.1059","significant_positive","0.0023**"
"m_intervention_recla2","Biophysical","Soil fertility (1= high)","Agroforestry",-0.0455,-0.1507,0.0597,-0.9218,15,0.3712,"QM (5, 15) = 0.4358, p =0.8167","no_significant_negative","0.3712"
"m_intervention_recla2","Biophysical","Soil fertility (1= high)","Combined systems",0.0186,-0.0445,0.0818,0.6288,15,0.5389,"QM (5, 15) = 0.4358, p =0.8167","no_significant_positive","0.5389"
"m_intervention_recla2","Biophysical","Soil fertility (1= high)","Crop rotation",0.0152,-0.0236,0.054,0.8343,15,0.4172,"QM (5, 15) = 0.4358, p =0.8167","no_significant_positive","0.4172"
"m_intervention_recla2","Biophysical","Soil fertility (1= high)","Fallow",-0.0013,-0.101,0.0983,-0.0288,15,0.9774,"QM (5, 15) = 0.4358, p =0.8167","no_significant_negative","0.9774"
"m_intervention_recla2","Biophysical","Soil fertility (1= high)","Intercropping",0.0121,-0.0409,0.0651,0.4866,15,0.6335,"QM (5, 15) = 0.4358, p =0.8167","no_significant_positive","0.6335"
"m_intervention_recla2","Social capital","Relatives and friends (number)","Agroforestry",0.0422,-0.0104,0.0948,1.7022,16,0.1081,"QM (5, 16) = 2.1519, p =0.1114","no_significant_positive","0.1081"
"m_intervention_recla2","Social capital","Relatives and friends (number)","Combined systems",0.0074,-0.0182,0.033,0.6131,16,0.5484,"QM (5, 16) = 2.1519, p =0.1114","no_significant_positive","0.5484"
"m_intervention_recla2","Social capital","Relatives and friends (number)","Crop rotation",0.0298,0.0057,0.0539,2.6198,16,0.0186,"QM (5, 16) = 2.1519, p =0.1114","significant_positive","0.0186*"
"m_intervention_recla2","Social capital","Relatives and friends (number)","Fallow",-0.0182,-0.0695,0.0331,-0.7514,16,0.4633,"QM (5, 16) = 2.1519, p =0.1114","no_significant_negative","0.4633"
"m_intervention_recla2","Social capital","Relatives and friends (number)","Intercropping",0.0048,-0.0372,0.0468,0.2416,16,0.8122,"QM (5, 16) = 2.1519, p =0.1114","no_significant_positive","0.8122"
"m_intervention_recla2","Social capital","Communicate with other farmers (1= yes)","Agroforestry",0.1291,0.0374,0.2208,3.1373,10,0.0106,"QM (6, 10) = 2.9928, p =0.0609","significant_positive","0.0106*"
"m_intervention_recla2","Social capital","Communicate with other farmers (1= yes)","Combined systems",0.0555,-0.0681,0.179,1,10,0.3409,"QM (6, 10) = 2.9928, p =0.0609","no_significant_positive","0.3409"
"m_intervention_recla2","Social capital","Communicate with other farmers (1= yes)","Cover crops",0.0363,-0.0523,0.1248,0.9133,10,0.3826,"QM (6, 10) = 2.9928, p =0.0609","no_significant_positive","0.3826"
"m_intervention_recla2","Social capital","Communicate with other farmers (1= yes)","Crop rotation",0.0644,-0.0422,0.171,1.347,10,0.2077,"QM (6, 10) = 2.9928, p =0.0609","no_significant_positive","0.2077"
"m_intervention_recla2","Social capital","Communicate with other farmers (1= yes)","Fallow",0.0036,-0.1448,0.1521,0.0546,10,0.9575,"QM (6, 10) = 2.9928, p =0.0609","no_significant_positive","0.9575"
"m_intervention_recla2","Social capital","Communicate with other farmers (1= yes)","Intercropping",0.1034,-0.0057,0.2126,2.1125,10,0.0608,"QM (6, 10) = 2.9928, p =0.0609","no_significant_positive","0.0608"
"m_intervention_recla2","Technical information","Use of DFS (1= yes)","Agroforestry",0.007,-0.1376,0.1516,0.1023,16,0.9198,"QM (6, 16) = 0.9534, p =0.4859","no_significant_positive","0.9198"
"m_intervention_recla2","Technical information","Use of DFS (1= yes)","Cover crops",-0.0166,-0.273,0.2399,-0.1369,16,0.8928,"QM (6, 16) = 0.9534, p =0.4859","no_significant_negative","0.8928"
"m_intervention_recla2","Technical information","Use of DFS (1= yes)","Crop rotation",0.0576,-0.1249,0.2402,0.6694,16,0.5128,"QM (6, 16) = 0.9534, p =0.4859","no_significant_positive","0.5128"
"m_intervention_recla2","Technical information","Use of DFS (1= yes)","Embedded seminatural habitats",0.1653,-0.1155,0.446,1.248,16,0.23,"QM (6, 16) = 0.9534, p =0.4859","no_significant_positive","0.23"
"m_intervention_recla2","Technical information","Use of DFS (1= yes)","Fallow",0.1154,-0.0958,0.3265,1.1582,16,0.2638,"QM (6, 16) = 0.9534, p =0.4859","no_significant_positive","0.2638"
"m_intervention_recla2","Technical information","Use of DFS (1= yes)","Intercropping",0.1324,-0.0509,0.3156,1.5311,16,0.1453,"QM (6, 16) = 0.9534, p =0.4859","no_significant_positive","0.1453"
"m_intervention_recla2","Biophysical","Soil fertility (1= moderate)","Agroforestry",0.0674,-0.0513,0.1861,1.2029,16,0.2465,"QM (5, 16) = 2.401, p =0.0833","no_significant_positive","0.2465"
"m_intervention_recla2","Biophysical","Soil fertility (1= moderate)","Combined systems",-0.0132,-0.07,0.0435,-0.4948,16,0.6275,"QM (5, 16) = 2.401, p =0.0833","no_significant_negative","0.6275"
"m_intervention_recla2","Biophysical","Soil fertility (1= moderate)","Crop rotation",-0.0097,-0.0642,0.0447,-0.3791,16,0.7096,"QM (5, 16) = 2.401, p =0.0833","no_significant_negative","0.7096"
"m_intervention_recla2","Biophysical","Soil fertility (1= moderate)","Embedded seminatural habitats",-0.1491,-0.2858,-0.0124,-2.3119,16,0.0344,"QM (5, 16) = 2.401, p =0.0833","significant_negative","0.0344*"
"m_intervention_recla2","Biophysical","Soil fertility (1= moderate)","Intercropping",0.0788,0.0027,0.1549,2.1965,16,0.0431,"QM (5, 16) = 2.401, p =0.0833","significant_positive","0.0431*"
"m_intervention_recla2","Financial capital","Receive support for conservation (1= yes)","Agroforestry",-0.0326,-0.1516,0.0863,-0.5784,17,0.5706,"QM (5, 17) = 1.0786, p =0.4068","no_significant_negative","0.5706"
"m_intervention_recla2","Financial capital","Receive support for conservation (1= yes)","Cover crops",0.1357,-0.0756,0.3469,1.3551,17,0.1931,"QM (5, 17) = 1.0786, p =0.4068","no_significant_positive","0.1931"
"m_intervention_recla2","Financial capital","Receive support for conservation (1= yes)","Crop rotation",0.1219,-0.141,0.3848,0.9781,17,0.3417,"QM (5, 17) = 1.0786, p =0.4068","no_significant_positive","0.3417"
"m_intervention_recla2","Financial capital","Receive support for conservation (1= yes)","Embedded seminatural habitats",0.0839,-0.0976,0.2654,0.9753,17,0.3431,"QM (5, 17) = 1.0786, p =0.4068","no_significant_positive","0.3431"
"m_intervention_recla2","Financial capital","Receive support for conservation (1= yes)","Intercropping",0.1149,-0.0966,0.3264,1.1464,17,0.2675,"QM (5, 17) = 1.0786, p =0.4068","no_significant_positive","0.2675"
"m_intervention_recla2","Socio-demographic","Marital status (1= married)","Agroforestry",-0.0156,-0.1251,0.0939,-0.3127,11,0.7604,"QM (7, 11) = 0.6166, p =0.7328","no_significant_negative","0.7604"
"m_intervention_recla2","Socio-demographic","Marital status (1= married)","Combined systems",-0.0728,-0.2282,0.0825,-1.0319,11,0.3243,"QM (7, 11) = 0.6166, p =0.7328","no_significant_negative","0.3243"
"m_intervention_recla2","Socio-demographic","Marital status (1= married)","Cover crops",-0.0308,-0.2291,0.1676,-0.3415,11,0.7392,"QM (7, 11) = 0.6166, p =0.7328","no_significant_negative","0.7392"
"m_intervention_recla2","Socio-demographic","Marital status (1= married)","Crop rotation",-0.0059,-0.1037,0.0919,-0.1336,11,0.8961,"QM (7, 11) = 0.6166, p =0.7328","no_significant_negative","0.8961"
"m_intervention_recla2","Socio-demographic","Marital status (1= married)","Embedded seminatural habitats",0.0549,-0.2433,0.3531,0.4053,11,0.6931,"QM (7, 11) = 0.6166, p =0.7328","no_significant_positive","0.6931"
"m_intervention_recla2","Socio-demographic","Marital status (1= married)","Fallow",0.0629,-0.1599,0.2857,0.6212,11,0.5471,"QM (7, 11) = 0.6166, p =0.7328","no_significant_positive","0.5471"
"m_intervention_recla2","Socio-demographic","Marital status (1= married)","Intercropping",0.0833,-0.0334,0.1999,1.5713,11,0.1444,"QM (7, 11) = 0.6166, p =0.7328","no_significant_positive","0.1444"
"m_intervention_recla2","Financial capital","Non-farm income (continuous)","Agro-silvopasture",-0.2449,-0.8793,0.3894,-0.823,15,0.4234,"QM (6, 15) = 2.3446, p =0.0847","no_significant_negative","0.4234"
"m_intervention_recla2","Financial capital","Non-farm income (continuous)","Agroforestry",0.0916,-0.1082,0.2914,0.9774,15,0.3439,"QM (6, 15) = 2.3446, p =0.0847","no_significant_positive","0.3439"
"m_intervention_recla2","Financial capital","Non-farm income (continuous)","Cover crops",0.5739,0.1285,1.0194,2.7463,15,0.015,"QM (6, 15) = 2.3446, p =0.0847","significant_positive","0.015*"
"m_intervention_recla2","Financial capital","Non-farm income (continuous)","Crop rotation",0.3214,0.0114,0.6314,2.2095,15,0.0431,"QM (6, 15) = 2.3446, p =0.0847","significant_positive","0.0431*"
"m_intervention_recla2","Financial capital","Non-farm income (continuous)","Embedded seminatural habitats",-0.0178,-0.393,0.3573,-0.1013,15,0.9206,"QM (6, 15) = 2.3446, p =0.0847","no_significant_negative","0.9206"
"m_intervention_recla2","Financial capital","Non-farm income (continuous)","Intercropping",0.0068,-0.6244,0.638,0.0229,15,0.982,"QM (6, 15) = 2.3446, p =0.0847","no_significant_positive","0.982"
"m_model_method","Socio-demographic","Gender (1= male)","logit",0.0201,-0.0221,0.0622,0.9428,135,0.3475,"QM (2, 135) = 0.7916, p =0.4552","no_significant_positive","0.3475"
"m_model_method","Socio-demographic","Gender (1= male)","probit",-0.0197,-0.0666,0.0271,-0.8332,135,0.4062,"QM (2, 135) = 0.7916, p =0.4552","no_significant_negative","0.4062"
"m_model_method","Socio-demographic","Age (continuous)","logit",0.0128,-0.0258,0.0515,0.6557,161,0.5129,"QM (3, 161) = 0.2082, p =0.8906","no_significant_positive","0.5129"
"m_model_method","Socio-demographic","Age (continuous)","other",-0.0839,-0.4595,0.2917,-0.4411,161,0.6597,"QM (3, 161) = 0.2082, p =0.8906","no_significant_negative","0.6597"
"m_model_method","Socio-demographic","Age (continuous)","probit",-3e-04,-0.0446,0.044,-0.0118,161,0.9906,"QM (3, 161) = 0.2082, p =0.8906","no_significant_negative","0.9906"
"m_model_method","Socio-demographic","Education (continuous)","logit",0.074,0.0284,0.1196,3.2133,129,0.0017,"QM (3, 129) = 3.593, p =0.0155","significant_positive","0.0017**"
"m_model_method","Socio-demographic","Education (continuous)","other",-0.0208,-0.4011,0.3595,-0.1084,129,0.9139,"QM (3, 129) = 3.593, p =0.0155","no_significant_negative","0.9139"
"m_model_method","Socio-demographic","Education (continuous)","probit",0.0179,-0.0353,0.071,0.665,129,0.5073,"QM (3, 129) = 3.593, p =0.0155","no_significant_positive","0.5073"
"m_model_method","Financial capital","Access to non-farm income (1= yes)","logit",0.0057,-0.0325,0.0439,0.2973,59,0.7673,"QM (2, 59) = 3.0076, p =0.057","no_significant_positive","0.7673"
"m_model_method","Financial capital","Access to non-farm income (1= yes)","probit",0.0506,0.009,0.0922,2.4345,59,0.018,"QM (2, 59) = 3.0076, p =0.057","significant_positive","0.018*"
"m_model_method","Technical information","Extension frequency (number of contacts)","logit",0.1887,0.0331,0.3444,2.5214,21,0.0198,"QM (2, 21) = 6.1873, p =0.0077","significant_positive","0.0198*"
"m_model_method","Technical information","Extension frequency (number of contacts)","probit",0.2557,0.0389,0.4724,2.453,21,0.023,"QM (2, 21) = 6.1873, p =0.0077","significant_positive","0.023*"
"m_model_method","Physical capital","Access to irrigation (1= yes)","logit",0.0405,-0.1618,0.2428,0.427,15,0.6755,"QM (2, 15) = 0.9652, p =0.4033","no_significant_positive","0.6755"
"m_model_method","Physical capital","Access to irrigation (1= yes)","probit",-0.1153,-0.3011,0.0705,-1.3222,15,0.2059,"QM (2, 15) = 0.9652, p =0.4033","no_significant_negative","0.2059"
"m_model_method","Socio-demographic","Household is native (1= yes)","logit",-0.0103,-0.0916,0.0711,-0.2727,13,0.7894,"QM (2, 13) = 1.4069, p =0.2798","no_significant_negative","0.7894"
"m_model_method","Socio-demographic","Household is native (1= yes)","probit",0.2197,-0.0671,0.5064,1.6551,13,0.1218,"QM (2, 13) = 1.4069, p =0.2798","no_significant_positive","0.1218"
"m_model_method","Physical capital","Land tenure (1= owned)","logit",0.1214,0.0214,0.2214,2.4277,61,0.0182,"QM (2, 61) = 3.4465, p =0.0382","significant_positive","0.0182*"
"m_model_method","Physical capital","Land tenure (1= owned)","probit",0.0538,-0.0539,0.1616,0.9995,61,0.3215,"QM (2, 61) = 3.4465, p =0.0382","no_significant_positive","0.3215"
"m_model_method","Technical information","Farming experience (continuous)","logit",0.047,-0.0288,0.1227,1.2387,64,0.22,"QM (3, 64) = 4.0704, p =0.0104","no_significant_positive","0.22"
"m_model_method","Technical information","Farming experience (continuous)","other",0.0134,-0.3238,0.3507,0.0796,64,0.9368,"QM (3, 64) = 4.0704, p =0.0104","no_significant_positive","0.9368"
"m_model_method","Technical information","Farming experience (continuous)","probit",0.1556,0.0605,0.2508,3.2666,64,0.0018,"QM (3, 64) = 4.0704, p =0.0104","significant_positive","0.0018**"
"m_model_method","Financial capital","Access to credit (1= yes)","logit",-0.0132,-0.0975,0.0711,-0.313,68,0.7553,"QM (2, 68) = 0.0509, p =0.9505","no_significant_negative","0.7553"
"m_model_method","Financial capital","Access to credit (1= yes)","probit",-0.0025,-0.0854,0.0804,-0.0613,68,0.9513,"QM (2, 68) = 0.0509, p =0.9505","no_significant_negative","0.9513"
"m_model_method","Technical information","Access to training (1= yes)","logit",0.0477,-0.0042,0.0996,1.8726,32,0.0703,"QM (2, 32) = 6.1237, p =0.0056","no_significant_positive","0.0703"
"m_model_method","Technical information","Access to training (1= yes)","probit",0.0894,0.0278,0.1509,2.9565,32,0.0058,"QM (2, 32) = 6.1237, p =0.0056","significant_positive","0.0058**"
"m_model_method","Physical capital","Livestock owned (1= yes)","logit",0.0108,-0.1154,0.1369,0.1759,25,0.8618,"QM (2, 25) = 0.0295, p =0.971","no_significant_positive","0.8618"
"m_model_method","Physical capital","Livestock owned (1= yes)","probit",0.0172,-0.1942,0.2286,0.1675,25,0.8683,"QM (2, 25) = 0.0295, p =0.971","no_significant_positive","0.8683"
"m_model_method","Physical capital","Plot size (continuous)","logit",-0.011,-0.4119,0.39,-0.0572,19,0.955,"QM (2, 19) = 1.1269, p =0.3447","no_significant_negative","0.955"
"m_model_method","Physical capital","Plot size (continuous)","probit",0.1152,-0.0455,0.276,1.5002,19,0.15,"QM (2, 19) = 1.1269, p =0.3447","no_significant_positive","0.15"
"m_model_method","Biophysical","Soil fertility (1= high)","logit",-6e-04,-0.0359,0.0346,-0.0381,18,0.9701,"QM (2, 18) = 0.7246, p =0.4981","no_significant_negative","0.9701"
"m_model_method","Biophysical","Soil fertility (1= high)","probit",0.0172,-0.0128,0.0471,1.2032,18,0.2445,"QM (2, 18) = 0.7246, p =0.4981","no_significant_positive","0.2445"
"m_model_method","Social capital","Relatives and friends (number)","logit",0.0356,0.0111,0.0601,3.0436,19,0.0067,"QM (2, 19) = 4.8626, p =0.0197","significant_positive","0.0067**"
"m_model_method","Social capital","Relatives and friends (number)","probit",0.0053,-0.0111,0.0218,0.6794,19,0.5051,"QM (2, 19) = 4.8626, p =0.0197","no_significant_positive","0.5051"
"m_model_method","Social capital","Communicate with other farmers (1= yes)","logit",0.1069,0.0539,0.1598,4.331,14,7e-04,"QM (2, 14) = 10.6757, p =0.0015","significant_positive","7e-04***"
"m_model_method","Social capital","Communicate with other farmers (1= yes)","probit",0.0364,-0.0121,0.0848,1.6106,14,0.1296,"QM (2, 14) = 10.6757, p =0.0015","no_significant_positive","0.1296"
"m_model_method","Technical information","Use of DFS (1= yes)","logit",-0.0033,-0.1066,0.1001,-0.0656,20,0.9483,"QM (2, 20) = 3.7652, p =0.0409","no_significant_negative","0.9483"
"m_model_method","Technical information","Use of DFS (1= yes)","probit",0.1225,0.0294,0.2157,2.7434,20,0.0125,"QM (2, 20) = 3.7652, p =0.0409","significant_positive","0.0125*"
"m_model_method","Biophysical","Soil fertility (1= moderate)","logit",0.0034,-0.0563,0.0631,0.1195,19,0.9061,"QM (2, 19) = 0.0082, p =0.9918","no_significant_positive","0.9061"
"m_model_method","Biophysical","Soil fertility (1= moderate)","probit",0.0012,-0.052,0.0543,0.0459,19,0.9639,"QM (2, 19) = 0.0082, p =0.9918","no_significant_positive","0.9639"
"m_model_method","Financial capital","Receive support for conservation (1= yes)","logit",0.0881,-0.0017,0.1779,2.053,19,0.0541,"QM (3, 19) = 3.5838, p =0.0331","no_significant_positive","0.0541"
"m_model_method","Financial capital","Receive support for conservation (1= yes)","other",-0.2418,-0.4594,-0.0242,-2.3256,19,0.0313,"QM (3, 19) = 3.5838, p =0.0331","significant_negative","0.0313*"
"m_model_method","Financial capital","Receive support for conservation (1= yes)","probit",0.0583,-0.0566,0.1733,1.0621,19,0.3015,"QM (3, 19) = 3.5838, p =0.0331","no_significant_positive","0.3015"
"m_model_method","Socio-demographic","Marital status (1= married)","logit",0.0041,-0.0582,0.0665,0.1406,16,0.89,"QM (2, 16) = 0.0457, p =0.9554","no_significant_positive","0.89"
"m_model_method","Socio-demographic","Marital status (1= married)","probit",0.0103,-0.0713,0.092,0.2678,16,0.7923,"QM (2, 16) = 0.0457, p =0.9554","no_significant_positive","0.7923"
"m_model_method","Financial capital","Non-farm income (continuous)","logit",0.0191,-0.1447,0.1828,0.2435,19,0.8102,"QM (2, 19) = 6.5807, p =0.0067","no_significant_positive","0.8102"
